date,Ticker,Company,Cumulative_Return
2023-11-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,-0.07871092803127959
2023-11-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,-0.08963665584408545
2023-11-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,-0.08843996056412784
2023-11-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,-0.06536215341552432
2023-11-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.023631083907264427
2023-11-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.012531434639676192
2023-11-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,-0.003345223960006579
2023-12-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,-0.0015856683008093452
2023-12-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.06973104562817022
2023-12-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2388800658557303
2023-12-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.21340149792696214
2023-12-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.21451108720555584
2023-12-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.19199753577940895
2023-12-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20392106925565937
2023-12-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20456887372375934
2023-12-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2106577929405984
2023-12-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.21726637366093368
2023-12-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.25104256964925453
2023-12-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.247299003902881
2023-12-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2340969640451343
2023-12-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.1805823019116876
2023-12-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.1862938165407086
2023-12-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.18936551937131843
2023-12-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20969774291895313
2023-12-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20198516723276078
2023-12-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.1902208751125505
2023-12-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20411816683111692
2024-01-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.22807436121852281
2024-01-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.233284837017234
2024-01-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.25736067933069734
2024-01-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2557955777655958
2024-01-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2585638130989513
2024-01-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.24422868371692513
2024-01-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.26147180840057616
2024-01-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.289203514099508
2024-01-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28361962668100704
2024-01-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2911498938107418
2024-01-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2864464370922083
2024-01-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2757650970695509
2024-01-17 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2478082837209496
2024-01-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.23025556666805583
2024-01-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2291421335254336
2024-01-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2539221997199357
2024-01-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.22334888736008432
2024-01-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.22573103163517008
2024-01-25 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.22233851583500133
2024-01-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2814517312068565
2024-01-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2900824068141852
2024-01-31 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3065490368164498
2024-02-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31020912593166305
2024-02-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.311461702433962
2024-02-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3165290827566908
2024-02-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3260770510561756
2024-02-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33422375413850103
2024-02-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3152600251727596
2024-02-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.32996683575156405
2024-02-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31583085665228566
2024-02-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3185755526062252
2024-02-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3276208419768304
2024-02-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3234427427002029
2024-02-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3327733206950679
2024-02-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.343692789611807
2024-02-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3344255746860674
2024-02-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3327530231157273
2024-02-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34511651281540473
2024-02-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34825774571100854
2024-02-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36489233465794274
2024-02-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.35724452457605566
2024-02-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.332019681285016
2024-02-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.352647205360816
2024-03-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36279817632325584
2024-03-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3671672912008453
2024-03-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3623371704478265
2024-03-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3602419983874734
2024-03-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3372071364455968
2024-03-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3349189130655199
2024-03-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.32896828468536143
2024-03-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30251342319534635
2024-03-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2332420060616393
2024-03-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.29560867043435973
2024-03-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31010283228313457
2024-03-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30357387500071337
2024-03-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28459741480950257
2024-03-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.284187941228738
2024-03-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28912002269820336
2024-03-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.302555535497812
2024-03-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30327954360670284
2024-03-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3071863588288125
2024-03-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33120865151642664
2024-04-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34841174181701157
2024-04-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3535315105818097
2024-04-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34273227540016526
2024-04-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3357273735151819
2024-04-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3400876575565423
2024-04-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34001013336899577
2024-04-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3319159806965297
2024-04-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34553195093211264
2024-04-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33563065543550563
2024-04-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31617522068675946
2024-04-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30313291659932373
2024-04-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2750940291411728
2024-04-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.27762772900537963
2024-04-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2896530350064699
2024-04-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2902243050213229
2024-04-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2831935393040544
2024-04-25 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3067515554365312
2024-04-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2955646522987413
2024-04-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2958243588303605
2024-04-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28722381358824706
2024-05-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28228061130979093
2024-05-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.26703189437335195
2024-05-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.22740941045119378
2024-05-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.21394690197190055
2024-05-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.22262124390317592
2024-05-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.1897953887354634
2024-05-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20085569632767777
2024-05-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.23029532453395174
2024-05-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2851466927795415
2024-05-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28916308757139675
2024-05-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28650713216521595
2024-05-17 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2927044263969651
2024-05-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.29245936839990583
2024-05-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.311333459420414
2024-05-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3188555123474388
2024-05-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.39728719702882515
2024-05-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.39659342913108936
2024-05-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36826213915634837
2024-05-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3545803769453756
2024-05-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.35912716259911087
2024-05-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33931925784889605
2024-05-31 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.4072851340326637
2024-06-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.4758503648064043
2024-06-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.28272232146232645
2024-06-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34191484164932173
2024-06-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3644805244778964
2024-06-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3751219948214684
2024-06-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.37529282614882775
2024-06-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.375649957914922
2024-06-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.37496699322730076
2024-06-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3767532345096667
2024-06-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3882113094290415
2024-06-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.40271272737952823
2024-06-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.38846392485312337
2024-06-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3877128288661218
2024-06-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3661907929398153
2024-06-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3678525996058548
2024-06-25 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3604964360799048
2024-06-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36030722728800296
2024-06-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.361773872927492
2024-06-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36240376442868094
2024-07-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36449683526260446
2024-07-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.354885678782926
2024-07-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3668576437708747
2024-07-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3522225037655472
2024-07-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3533833529346655
2024-07-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3424871999437826
2024-07-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.341571860786537
2024-07-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33683023899115005
2024-07-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3311131847275842
2024-07-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.326938802763513
2024-07-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33507790142765703
2024-07-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34119361460394493
2024-07-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33569398446211224
2024-07-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30772037344083286
2024-07-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30610677261573394
2024-07-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3042739585797108
2024-07-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2960445363085238
2024-07-25 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2969870751040939
2024-07-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3329716051192276
2024-07-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3358445153610714
2024-07-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34859800719592343
2024-07-31 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36159041630499256
2024-08-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3766879110989598
2024-08-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.35917295267173166
2024-08-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3203548945237358
2024-08-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.33171030233099
2024-08-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36856713833841026
2024-08-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36279178090969993
2024-08-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36910580910183577
2024-08-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3578746127284455
2024-08-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3389803476376229
2024-08-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.32213150215544195
2024-08-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3447294430126507
2024-08-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3427190209848586
2024-08-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3324371560672908
2024-08-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3471083168964311
2024-08-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3417644134397441
2024-08-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3344395880900401
2024-08-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3320503931024737
2024-08-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3314312989349924
2024-08-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.318683100310885
2024-08-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31609063003347415
2024-08-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31582574252788664
2024-09-02 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3233770366806017
2024-09-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.32138831160129916
2024-09-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3135657761116908
2024-09-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31456167632248966
2024-09-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30132938156400385
2024-09-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2975316366850781
2024-09-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30503800444649365
2024-09-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2887809725686474
2024-09-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3068724340115393
2024-09-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2992997158570759
2024-09-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3048752039228364
2024-09-17 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.30162551381596503
2024-09-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2952729996992671
2024-09-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2908248719720405
2024-09-20 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.31302897302023713
2024-09-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3248122537249072
2024-09-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3412218530941479
2024-09-25 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3448418795979133
2024-09-26 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3504938714822327
2024-09-27 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3529437137636283
2024-09-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3547167067674937
2024-10-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.37074107017773333
2024-10-03 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.34873924977033877
2024-10-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3470223049693118
2024-10-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3172375332977962
2024-10-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3645205021513415
2024-10-09 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.36232162215640373
2024-10-10 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3688059661912828
2024-10-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.35714948581827544
2024-10-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3456424094444389
2024-10-15 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3468032878424267
2024-10-16 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3407479523832842
2024-10-17 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3173674151008058
2024-10-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3134686179212123
2024-10-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2920329083942303
2024-10-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.25327744058833107
2024-10-23 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.25743850015345604
2024-10-24 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.255551740970934
2024-10-25 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.20723360091016094
2024-10-28 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2462913149943282
2024-10-29 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.26413920594174917
2024-10-30 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3065108972989072
2024-10-31 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.29908490464070486
2024-11-01 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.29984832817111456
2024-11-04 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2821843173218181
2024-11-05 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2884485542238682
2024-11-06 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.3332771457417636
2024-11-07 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.308279197444677
2024-11-08 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.29447494842949234
2024-11-11 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2857862727270582
2024-11-12 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2741974104330489
2024-11-13 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2556259818616203
2024-11-14 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.25921173824320165
2024-11-18 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.25634630736729946
2024-11-19 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.2573396731032771
2024-11-21 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.031271978614530016
2024-11-22 05:30:00,ADANIGREEN,ADANI ENTERPRISES,0.051582009984026
2023-10-03 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,0.0
2023-10-04 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.008178975222516182
2023-10-05 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.007451349707114748
2023-10-06 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.0007257074385738438
2023-10-09 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.04971758225049084
2023-10-10 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.01244146048604549
2023-10-11 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.018115652066277313
2023-10-12 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.017992930092907953
2023-10-13 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.019465413067323616
2023-10-16 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.02941933011801489
2023-10-17 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.03010200870052585
2023-10-18 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.03817553993888133
2023-10-19 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.04537564011418812
2023-10-20 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.04436662201492602
2023-10-23 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.07233864998695391
2023-10-25 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.07538486166625914
2023-10-26 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.07375958536928866
2023-10-27 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.058117344829274435
2023-10-30 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.054794236444816326
2023-10-31 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.055112707782395944
2023-11-01 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.0750553646794969
2023-11-02 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.06829421528409978
2023-11-03 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.0410437955501465
2023-11-06 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.03211746917348064
2023-11-07 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.03828569347254612
2023-11-08 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.01176697991226765
2023-11-09 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.02703508788832726
2023-11-10 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.024058159086541128
2023-11-12 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.019544184315331656
2023-11-13 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.022498939624657575
2023-11-15 05:30:00,ADANIPORTS,ADANI PORTS & SEZ,-0.021387622714118617
