Company,ADANI ENTERPRISES,ADANI PORTS & SEZ,APOLLO HOSPITALS,ASIAN PAINTS,AXIS BANK,BAJAJ AUTO,BAJAJ FINANCE,BAJAJ FINSERV,BHARAT ELECTRONICS,BHARTI AIRTEL,BPCL,CIPLA,COAL INDIA,DR. REDDYS LAB,EICHER MOTORS,GRASIM,HCL TECHNOLOGIES,HDFC BANK,HDFC LIFE INSURANCE,HERO MOTOCORP,HINDALCO,HINDUSTAN UNILEVER,ICICI BANK,INDUSIND BANK,INFOSYS,ITC,JSW STEEL,KOTAK MAHINDRA BANK,L&T,M&M,MARUTI SUZUKI,NESTLE,NTPC,ONGC,POWER GRID,RELIANCE IND.,SBI,SBI LIFE INSURANCE,SHRIRAM FINANCE,SUN PHARMA,TATA CONSUMER,TATA MOTORS,TATA STEEL,TCS,TECH MAHINDRA,TITAN,TRENT,ULTRATECH CEMENT,WIPRO
NTPC,0.5459544877721224,0.6104699225327681,0.19414887902397782,0.2220403985677447,0.3948164874907838,0.20259174437749436,0.3282460595744805,0.3912243738221925,0.6078992466169826,0.3662120898598785,0.590770023611687,0.09239091035397139,0.6177896671768085,0.20917101945201802,0.2709549274959588,0.39940415525270245,0.16271238145325845,0.33897220732928435,0.2066667626536933,0.14861104571100592,0.3584552634689343,-0.047523459189009555,0.3585109302424859,0.44613526681960014,0.11937041179308618,0.23571335954603237,0.5103684031778734,0.23632863564094225,0.5356131287770933,0.3301622515098169,0.29715383273362866,-0.04723653219186032,1.0,0.6282509884006435,0.7118314500243008,0.549000764729271,0.5899115489364032,0.23003929008121274,0.4726398193424738,0.23027743230526942,0.18708443539303254,0.4099336043624837,0.533944077483508,0.10996019681818969,0.18989113996358092,0.33405105970373455,0.2357753281759859,0.4485377457916977,0.20295380994111453
ONGC,0.4849083491910436,0.5218085966163027,0.17367155544488397,0.12863944310136094,0.3134530077638801,0.1878910045333599,0.31628886466194983,0.3057373985320532,0.5723830703701827,0.346425582106963,0.5953020786691918,0.03361519653291095,0.6478224944308929,0.18092333473631428,0.2402059423674321,0.32579400477118764,0.21938891370746494,0.28061665916078926,0.20544893951838866,0.19715098203589407,0.4098300258387942,-0.016745982935907566,0.27788559783716255,0.323126690102692,0.22818716441548115,0.19606396419031857,0.441198829665502,0.2355663085143519,0.5422872840692313,0.2865947766962982,0.28775940077166295,-0.08282050725627398,0.6282509884006435,1.0,0.50408542449327,0.5537188613655513,0.5730871920828567,0.2622813107617992,0.44666071659069584,0.22816429928228082,0.17723364423072102,0.4369331981348996,0.49186252612123277,0.16817114432327016,0.23352846332456761,0.19269665263850042,0.21160878163056163,0.4045287655765173,0.2889779354574847
POWER GRID,0.40394027048652853,0.5117039186658491,0.17846377642262531,0.11163781668870296,0.2946971086081939,0.16840785243064793,0.24508341010475015,0.30703265929141405,0.5447765298806021,0.3112653446972384,0.5313994184978986,0.12965457218300117,0.5340483016461858,0.19056040906757254,0.21487498793199902,0.35892687662143236,0.11702756999558567,0.3140245712325951,0.11652795650534749,0.13765657373884507,0.3761009720620949,-0.07778868578459663,0.2980870299743992,0.33034258287572477,0.09216811506163647,0.13534077711036013,0.4560627761906722,0.19222189396334344,0.44874889972246884,0.29607565638740513,0.2875843774806116,-0.06616721809874752,0.7118314500243008,0.50408542449327,1.0,0.4753276791593516,0.49424269855458,0.153968142431067,0.3570874157577364,0.2461623087754197,0.15090105729898962,0.3550697791401947,0.5024283369454777,0.09731446173696097,0.15163712414494468,0.20861101946694321,0.20059862703033218,0.39670369363851754,0.16665551999748662
RELIANCE IND.,0.4870966651186651,0.5127381498279826,0.2347331730850596,0.2949540806193471,0.42345822498018093,0.24696710242301942,0.4133371374492715,0.40720136797123724,0.49250626558630234,0.3659957892795707,0.4811003190331061,0.05835088359767004,0.5069586567939732,0.1602951339216335,0.3360709776683885,0.4028235277010485,0.2766337164197833,0.31381636455337014,0.22170445626825863,0.2443479365252122,0.33165687572960456,0.09257306828100051,0.3965270343843463,0.39556499635567066,0.1994843779017805,0.29556892475188357,0.4223743001822957,0.35108225811894295,0.534829717509898,0.3006435299527359,0.3511554719730654,-0.09799007252311989,0.549000764729271,0.5537188613655513,0.4753276791593516,1.0,0.5463088757517243,0.27981966553592386,0.44890691516373477,0.29312015269090536,0.20776503008935848,0.38658571648207046,0.4411062716229762,0.2479750190474134,0.2660681340845437,0.3293241129720379,0.28278004009568614,0.49038354723064226,0.36431689707287784
SBI,0.5446943605418172,0.5795214267631822,0.18286653603659614,0.10784866196556381,0.5161243840448098,0.15488063685933906,0.39768480777386,0.41985825527310067,0.5802229979258646,0.2903860463518228,0.525473099227601,0.02801332094685079,0.5160480860176843,0.13820336462824806,0.31465094969719626,0.4305922247085058,0.21273081039385988,0.3576208952121753,0.21971198292593852,0.1367153752191374,0.34059506843132614,-0.059932117027079235,0.517229383428301,0.4521546797298798,0.1782058726636124,0.2630363892339611,0.450887317853805,0.28130115168833203,0.5009067352619967,0.32089988007860243,0.28760823037275945,-0.02421015240877477,0.5899115489364032,0.5730871920828567,0.49424269855458,0.5463088757517243,1.0,0.2727491378666017,0.5102099282404925,0.1228856613499406,0.1175726502704578,0.36332976143836054,0.48962660687163767,0.1628736917235856,0.19377243630865043,0.2232229061038203,0.2765176449810045,0.42550561027910644,0.24354507421069096
SBI LIFE INSURANCE,0.2891927260669117,0.2846186513227607,0.16071535626844335,0.220341212411465,0.1830566489600817,0.19022361751170042,0.3350950352971222,0.4057180259522815,0.2099500638798067,0.24173388162937737,0.24017568364225117,0.12980669817386858,0.2537877158871271,0.20465807653711543,0.31185500609942257,0.25050045890672346,0.2080664261037537,0.21236658718030865,0.5965504554264889,0.20196300520520052,0.17900208727740555,0.26115563608939285,0.2133838424181861,0.22187158548390054,0.1649442890222077,0.2075145737746437,0.23089733380244296,0.29125193075178657,0.33066156530406826,0.19973619913113488,0.29536278485456074,-0.04202092818344999,0.23003929008121274,0.2622813107617992,0.153968142431067,0.27981966553592386,0.2727491378666017,1.0,0.3352307320758586,0.1311575193998184,0.2106164934511803,0.224289042932,0.23211639206643242,0.17502105575293034,0.15459482630848062,0.2195443370842707,0.1708158931726758,0.2668048709484554,0.24634602960272786
SHRIRAM FINANCE,0.41029583681477416,0.469897923727616,0.2917832426691377,0.202519885167346,0.4485669379206149,0.30116490594721423,0.46160405180572206,0.46878944163220565,0.47549497139729124,0.3608200235681763,0.3863370218207158,0.09792498537881957,0.42630165182879004,0.14123492137714586,0.36567606807348574,0.35806303463928296,0.23309894013392904,0.33318351362941745,0.3049251635561086,0.2575030737463598,0.3171279271751992,0.032936744497039545,0.44989111827184947,0.4344077341135551,0.171002170991282,0.23581043369849305,0.4159749641677473,0.28601505022708457,0.4573484060386689,0.36494543592103,0.2911512398224228,-0.024231294807593114,0.4726398193424738,0.44666071659069584,0.3570874157577364,0.44890691516373477,0.5102099282404925,0.3352307320758586,1.0,0.21099068445988164,0.18778376219528192,0.36248311639642217,0.4369231350664617,0.11366702185749014,0.22716469510303056,0.2546889013914386,0.22872462924353298,0.4682510288351963,0.29862155196754797
SUN PHARMA,0.1662527938697597,0.21587498643575442,0.28625470567583944,0.20222157974802685,0.14400028336149043,0.15001531419527692,0.13724119590345674,0.21324228116736021,0.16358042989479407,0.27227934885061433,0.20553085596197496,0.41477058706845554,0.17749774279478014,0.3966895749392437,0.1753217349658259,0.21815242671774182,0.15614707984037624,0.07183987376184428,0.1685258527303546,0.22050340791212986,0.2544483175326168,0.051338253740938145,0.2027612854282786,0.12288323552569672,0.14310500855367606,0.18700232375525966,0.2522412044661254,0.08910324150420239,0.16722353125272052,0.2856178958534496,0.20087653031692312,-0.012486408764944468,0.23027743230526942,0.22816429928228082,0.2461623087754197,0.29312015269090536,0.1228856613499406,0.1311575193998184,0.21099068445988164,1.0,0.17230329807540049,0.30592664398508007,0.2609762230718756,0.14771262893171475,0.16403697146038454,0.21433543762038226,0.25645026776855023,0.2324727863587539,0.19267455334087907
TATA CONSUMER,0.20384758647852325,0.22065928449486083,0.09670703167838184,0.24426968675749403,0.13974946767912222,0.1851429834303894,0.2363654816846162,0.304497666835093,0.17581649442953284,0.24873751806693703,0.15638058958692813,0.07323286182607813,0.2130772874392168,0.11061870892317309,0.1723820449922679,0.28299932837578373,0.20954670843809545,0.10865831821217213,0.2143093858540695,0.21235786896295858,0.18098120531159775,0.4120706818011407,0.12059982138864889,0.2735420372900271,0.24519777303639798,0.3026566251360456,0.23553685964897828,0.19743011012896702,0.16809014530173472,0.16960620104645205,0.2078184426874843,-0.08986664486099043,0.18708443539303254,0.17723364423072102,0.15090105729898962,0.20776503008935848,0.1175726502704578,0.2106164934511803,0.18778376219528192,0.17230329807540049,1.0,0.18806618926084626,0.22577993228037213,0.2716378617661581,0.21276220200291823,0.31126297914744994,0.18600301457340696,0.24497751419198913,0.24911240026730821
TATA MOTORS,0.32407053782906964,0.3392487168188865,0.21237033208213293,0.10583325588703141,0.23214929910706292,0.2947143846182014,0.21274044016311497,0.2801699852596765,0.3671859916792752,0.2693487533297602,0.4156889090298655,0.06897674886111145,0.4063232349318406,0.2001304963391382,0.3166323599863254,0.33631479377349244,0.26934944527342164,0.20499344264477543,0.2241696033242599,0.29076037643800406,0.36496684774192,0.08802430834253995,0.19968796562692898,0.3333438848231146,0.18172275284021047,0.1885681105607563,0.40871951927540506,0.16020701257277198,0.35299865485477777,0.4009985513080248,0.40583327366903343,-0.121889890484222,0.4099336043624837,0.4369331981348996,0.3550697791401947,0.38658571648207046,0.36332976143836054,0.224289042932,0.36248311639642217,0.30592664398508007,0.18806618926084626,1.0,0.5134179403224455,0.24889813558010815,0.27903805085284217,0.2743247995009013,0.22245978166868488,0.35395684573862535,0.3118071328228913
TATA STEEL,0.4235629737828254,0.4660452424296544,0.254736266232236,0.2870411430666742,0.37095901975689,0.2836953569111621,0.38161123889818677,0.45657088081873054,0.5203635389216886,0.30535530147778867,0.46288751577797094,0.13111761568081307,0.5354267296090216,0.2072254106636874,0.3145033592775377,0.46364826789377406,0.26872485033501714,0.3807672502582221,0.27517863663351017,0.28777884603381115,0.630100506261502,0.08473446083827732,0.34528353328624944,0.39624906141463573,0.1809599286880819,0.2572710378356823,0.7941892407101142,0.2627270429617294,0.4838498453703541,0.4274323926599041,0.3958291320147273,-0.06495178985363192,0.533944077483508,0.49186252612123277,0.5024283369454777,0.4411062716229762,0.48962660687163767,0.23211639206643242,0.4369231350664617,0.2609762230718756,0.22577993228037213,0.5134179403224455,1.0,0.23587135690581718,0.28365341017493906,0.2934167127408308,0.21875385799451702,0.4717246597716751,0.3318120829545077
TCS,0.11579106547836221,0.13243251863946856,0.106860884420353,0.1666837398562924,0.094673666626794,0.017617797759151014,0.17441716399146906,0.2348427950896261,0.12077834719668375,0.19320368092212453,0.17544111750821925,0.07903260979590591,0.0952759374128359,0.2232172032384517,0.14379229137368715,0.17995653046577442,0.6290844604151489,0.045294415187519234,0.1154541517951745,0.10868431775013981,0.16105521918662924,0.14534452981655602,0.16650365750924276,0.08557793011942878,0.7078882279247001,0.15227861703147091,0.20930086610543558,0.11556654916935123,0.21706853779802135,0.174315289200588,0.1648953862324835,0.013325169343601555,0.10996019681818969,0.16817114432327016,0.09731446173696097,0.2479750190474134,0.1628736917235856,0.17502105575293034,0.11366702185749014,0.14771262893171475,0.2716378617661581,0.24889813558010815,0.23587135690581718,1.0,0.5788882179113164,0.14547746397822295,0.12205067672317732,0.2386913195055693,0.5914334971694439
TECH MAHINDRA,0.1416773708337847,0.14804843040226096,0.1691394080116077,0.1629360528689959,0.1364760640574933,0.03791775659321265,0.1733478584184308,0.20427735995001475,0.22242311196662543,0.2723831104721673,0.20165485127507618,0.052215996167430244,0.17819036927570134,0.22002636769895148,0.189602405003888,0.1751312596291996,0.5482953061093628,0.2046776386541923,0.11953585532945821,0.11127234244865507,0.23640254338656347,0.1313119202736709,0.16867856442869336,0.10313321695607461,0.6491538980120559,0.21782118008294368,0.2690021880072743,0.17473981876207395,0.21032478883279282,0.21945026044483915,0.14797875020961007,0.057792161667294915,0.18989113996358092,0.23352846332456761,0.15163712414494468,0.2660681340845437,0.19377243630865043,0.15459482630848062,0.22716469510303056,0.16403697146038454,0.21276220200291823,0.27903805085284217,0.28365341017493906,0.5788882179113164,1.0,0.24339020764721955,0.1507981961192814,0.26992303716786165,0.5992628690383259
TITAN,0.283280920127949,0.29614967897123434,0.253362656442073,0.30739871782139283,0.14593273059580775,0.20106055685883417,0.26903659373668004,0.32952738313507207,0.16676913305262894,0.2760347714420365,0.2750868131598184,0.10753174615268561,0.2383377419124641,0.13999213338190478,0.2682065721830516,0.3682972790982091,0.19944228632503083,0.18802246136549106,0.2266234917903594,0.30247949209907055,0.2494396502142401,0.18747674199044165,0.14647715568071762,0.24042883991023634,0.21507430570064945,0.31826214934329955,0.32212865938241697,0.1680533656443406,0.23190110413179219,0.2852778383966365,0.33227999392948754,-0.04126460956586418,0.33405105970373455,0.19269665263850042,0.20861101946694321,0.3293241129720379,0.2232229061038203,0.2195443370842707,0.2546889013914386,0.21433543762038226,0.31126297914744994,0.2743247995009013,0.2934167127408308,0.14547746397822295,0.24339020764721955,1.0,0.19434446795013796,0.35391986456860536,0.25962414616799334
TRENT,0.19040364386148495,0.20110013468159454,0.08956486243249728,0.22303591595340053,0.19975417014282604,0.22346986867135557,0.22915235273460324,0.20112933319667356,0.26347157324297193,0.24799951889492397,0.21280104454544213,0.1365022405172442,0.25465662856244137,0.16888305215670066,0.23468450216108638,0.2415062100604539,0.20747966609711346,0.10276224043209538,0.20213393816247846,0.21859877241124986,0.2686543652895047,0.08396059704140256,0.12171048578785111,0.19907312306938477,0.1510314278333633,0.15150067812171225,0.25699852573961274,0.08100822697981976,0.18529435486277807,0.24907916202171776,0.18332487483227008,-0.09763489343883117,0.2357753281759859,0.21160878163056163,0.20059862703033218,0.28278004009568614,0.2765176449810045,0.1708158931726758,0.22872462924353298,0.25645026776855023,0.18600301457340696,0.22245978166868488,0.21875385799451702,0.12205067672317732,0.1507981961192814,0.19434446795013796,1.0,0.2952606352087664,0.15049381449546884
ULTRATECH CEMENT,0.36114946920316626,0.40249804368718894,0.27296898469486214,0.28062299345661684,0.3970267663854875,0.2633704537428085,0.4345426821196502,0.46310456735412303,0.4355206095402052,0.3541464361333421,0.4016672681074718,0.13334303985475088,0.32123480339481225,0.251565562693647,0.3042638082085396,0.5901263560130556,0.20546839975759784,0.36021694883310873,0.2418241491164279,0.29540514696349923,0.3136031535540689,0.1651248300884603,0.4302236203713844,0.34504234637201675,0.22458222531139088,0.26014923117649846,0.5466506066321098,0.3347694009201034,0.47317943153087627,0.4186653164861594,0.3491763593867455,-0.026144724015274165,0.4485377457916977,0.4045287655765173,0.39670369363851754,0.49038354723064226,0.42550561027910644,0.2668048709484554,0.4682510288351963,0.2324727863587539,0.24497751419198913,0.35395684573862535,0.4717246597716751,0.2386913195055693,0.26992303716786165,0.35391986456860536,0.2952606352087664,1.0,0.2915209017040515
WIPRO,0.22400232749994078,0.23899715502764746,0.2237558771978029,0.14062257962564953,0.20780766696863948,0.10252556089393498,0.2385046231931603,0.3066497922868929,0.25587774720011086,0.2591588749044616,0.21196513891250746,0.0876097979385214,0.23580840565254937,0.2798449469284079,0.2622545771179957,0.2450190864800845,0.5806791761018419,0.1936088324695347,0.1942657013212274,0.2046061118263733,0.26225728575529006,0.1854236990101637,0.22167437874711574,0.1865544218344185,0.5712166077641788,0.2331445155017262,0.360384099082683,0.24581295747121917,0.3199062007599437,0.2999949298392139,0.20521000680488077,0.06158891238158522,0.20295380994111453,0.2889779354574847,0.16665551999748662,0.36431689707287784,0.24354507421069096,0.24634602960272786,0.29862155196754797,0.19267455334087907,0.24911240026730821,0.3118071328228913,0.3318120829545077,0.5914334971694439,0.5992628690383259,0.25962414616799334,0.15049381449546884,0.2915209017040515,1.0
